STOPCODE,stop_name,total_boardings,n_route_dir_qhr_rows
20915,ROYAL PARADE,261.06096,136
20916,UPLAND ROAD,138.53235999999998,404
20917,EUSTON STATION,1739.18111,446
20919,ELEY TRADING ESTATE,224.17901,161
2092,PRINCESS MAY ROAD,853.37358,363
20927,ACKROYD DRIVE,505.67855000000003,260
20928,BEAUFORT DRIVE,92.99803,95
20929,BEAUFORT DRIVE,63.3538,95
2093,DALSTON KINGSLAND STATION,1384.7482400000001,444
20932,HIGH ROAD LEYTON / BAKERS ARMS,230.40205,202
2094,DALSTON KINGSLAND STATION,3452.95864,439
2095,FOREST ROAD,1448.19229,617
20958,MONTROSE ROAD,338.60984,77
2096,DALSTON JUNCTION STATION,656.95943,381
20968,CADOGAN GARDENS / SLOANE SQUARE,612.7556500000001,443
20969,ELTHAM HIGH STREET / PASSEY PLACE,703.75437,382
20970,BECMEAD AVENUE,989.22366,667
20971,GENEVA GARDENS,31.10765,144
20972,LEA BRIDGE ROUNDABOUT,1247.70993,421
20974,LONG DRIVE,173.08359,325
20975,THE FAIRWAY,202.24802,324
20976,GROSVENOR ROAD,41.70838,93
20977,THE DRIVE METHODIST CHURCH,264.29804,156
20979,BECKENHAM HIGH STREET / KELSEY SQUARE,316.14295,320
20980,ASH GROVE,23.946289999999998,72
20981,ASH GROVE,62.15572,68
20983,ALDWYCH / DRURY LANE,642.23248,587
20985,EAGLE LANE,70.99451,147
20986,SNARESBROOK STATION,50.69246,77
20987,SNARESBROOK STATION,26.33541,75
20988,MARTINS CORNER / VALENCE AVENUE,1080.9057,174
20989,ARBOUR WAY,47.85383,83
20990,ARBOUR WAY,31.45269,83
20991,WEMBLEY PARK STATION,2360.39,173
20992,WEMBLEY PARK STATION,1035.76055,239
20993,WEMBLEY PARK STATION,3665.52356,414
20994,EMPIRE WAY,614.90482,414
20995,EMPIRE WAY,275.23518,92
20996,FULTON ROAD,528.69661,246
20997,HACKNEY CENTRAL / MARE STREET,753.02251,301
21,HILLMARTON ROAD,191.44441,219
2100,HAGGERSTON STATION  / DOWNHAM ROAD,274.7744,95
2103,LABURNUM STREET,715.9126,284
2104,ST LEONARD'S HOSPITAL,952.5428,369
2105,ST LEONARD'S HOSPITAL,780.91301,360
2106,MUSEUM OF THE HOME,51.54367,78
2107,HOXTON STATION  / MUSEUM OF THE HOME,435.94673,363
2108,HOXTON STATION  / MUSEUM OF THE HOME,536.85934,291
2114,PRIMROSE STREET,1230.94175,920
2116,LIVERPOOL STREET STATION,3184.54313,556
2123,MONUMENT STATION,1322.58697,931
21237,KING CHARLES ROAD,147.19171,314
2127,INCHMERY ROAD,479.53343,605
2128,PENGE / PAWLEYNE ARMS,753.72979,438
213,KNIGHTSBRIDGE STATION,1333.08593,363
2131,HIGH STREET / GREEN LANE,318.62987,255
2135,UNION STREET,1306.91358,389
2137,INNER LONDON CROWN COURT,568.36296,455
2140,NEWINGTON BUTTS,191.96498,436
2141,NEWINGTON BUTTS,680.16646,366
2143,PENTON PLACE,259.72427,361
21529,SWEEPS LANE,52.84927,64
21558,BROMLEY SOUTH STATION,1899.00679,575
2156,NELSON'S ROW,943.4332,440
2157,ST LUKE'S AVENUE,365.04827,444
21597,BRIDGE ROAD / NORTHEND ROAD,99.65454,171
21598,HOWBURY LANE / SLADE GREEN STATION,75.01685,154
21599,WHITEHALL LANE / SLADE GREEN STATION,239.65532,153
216,KNIGHTSBRIDGE STATION  / HARRODS,744.54859,283
21600,SHEARWOOD CRESCENT,26.65477,72
21601,SHEARWOOD CRESCENT,57.48507,68
21602,WATERSIDE,97.61155000000001,73
21603,WATERSIDE,9.36829,72
21625,NORTHALL ROAD / BARNEHURST STATION,66.22911,80
21626,NORTHALL ROAD / BARNEHURST STATION,21.505219999999998,80
2163,LYNETTE AVENUE,197.23472,256
2164,LYNETTE AVENUE,132.92077,256
2165,CATHLES ROAD,160.83222,253
2167,ALDERBROOK ROAD,254.80988,253
2168,ALDERBROOK ROAD,332.74282,252
21697,MANOR ROAD / MANOR CLOSE,2.69885,66
2171,DU CANE COURT,157.56582,252
2172,DU CANE COURT,447.49723,252
2175,UPPER TOOTING PARK,349.20519,252
2176,UPPER TOOTING PARK,370.99393,251
2179,LYNWOOD ROAD,236.29943,248
21790,ST MARY'S ROAD,10.867639999999998,104
2180,DAFFORNE ROAD,508.47763,253
2181,HEBDON ROAD,699.53858,248
21819,BARTON ROAD,12.05607,72
2182,LYNWOOD ROAD,387.85474,253
21820,ELLENBOROUGH ROAD,80.27798,67
21822,MOUNT MASCAL FARM,2.0816899999999996,63
21823,MOUNT MASCAL FARM,3.0228599999999997,70
21826,NORTH CRAY ROAD / VICARAGE ROAD,2.968009999999999,63
2183,BROADWATER ROAD,1513.77741,246
2184,BROADWATER ROAD,273.07776,253
2185,EAST ACTON LANE,185.48417,192
2186,EAST ACTON LANE,248.17001,187
21881,PARKSIDE CROSS,75.57873,80
21882,PARKSIDE CROSS,27.67133,80
2189,WEST END LANE,227.91792,178
219,PUTNEY PIER,756.57392,334
2190,QUEX ROAD,96.2655,169
2191,PRIORY ROAD,213.27875,190
2193,ST JOHN'S WOOD STATION,1176.98384,342
2194,KEW BRIDGE,493.94837,175
2196,KEW BRIDGE STATION,810.14242,260
2197,LONDON BRIDGE STATION,1242.31493,286
2198,LONDON BRIDGE STATION,1500.78939,275
220,PUTNEY PIER,188.45491,341
2216,ROTHERHITHE POLICE STATION,23.79732,353
22191,HOLLY COTTAGE,0.5494599999999998,75
22195,HAREWOOD GARDENS,102.61752,77
22196,HAREWOOD GARDENS,35.750550000000004,77
2224,DEPTFORD PARK SCHOOL,566.79925,207
2225,DEPTFORD PARK SCHOOL,536.25448,208
22263,MERLE AVENUE,59.06377,123
22265,LOVETT ROAD,13.363269999999998,123
22266,LOVETT ROAD,14.28169,126
22267,ST MARY'S ROAD,29.57697,122
22268,ST MARY'S ROAD,53.44889,123
22269,PRIORY AVENUE,58.12075,123
2227,EVELYN STREET / GRINSTEAD ROAD,126.2716,96
22270,PRIORY AVENUE,72.10792,124
22293,DENE ROAD,57.94529,222
22294,DENE ROAD,180.71789,214
22295,MYRTLESIDE CLOSE,8.54787,214
22298,MOUNT VERNON / BISHOPS WOOD HOSPITALS,2.9653199999999997,71
22301,LITTLEBOURNE FARM,0.82749,68
22302,LITTLEBOURNE FARM,0.8821899999999998,67
22303,SHEPHERDS HILL HOUSE,2.41591,68
22304,SHEPHERDS HILL HOUSE,1.15274,67
22305,THE HAREFIELD ACADEMY,57.158319999999996,66
22306,THE HAREFIELD ACADEMY,80.64108999999999,69
22311,THE GREEN,45.65893,72
2232,NORTH CHEAM / QUEEN VICTORIA,326.03844,165
22342,LARNER ROAD,61.86001,74
22343,LARNER ROAD,95.82197000000001,75
2238,LITCHFIELD AVENUE,542.518,348
2239,ST HELIER AVENUE / ROSE HILL ROUNDABOUT,187.42629,162
22398,ORPINGTON BUS STATION,408.29272000000003,194
2240,ST HELIER AVENUE / ROSE HILL ROUNDABOUT,68.15146,166
2242,WRYTHE LANE / ROSE HILL ROUNDABOUT,798.34194,299
2243,WRYTHE LANE / ROSE HILL ROUNDABOUT,369.71181,300
2245,ROMFORD STATION,658.164,152
22450,NORTHEND ROAD / COLYERS LANE,108.94972,173
2246,ST JOHN'S SCHOOL,391.55699,274
2247,JOHN RUSKIN STREET,306.06289,270
2249,CRANWICH ROAD,165.14923,171
2250,CRANWICH ROAD,399.63317,173
2253,STAMFORD HILL STATION,601.03003,171
2254,STAMFORD HILL STATION,361.64155,174
2255,CLAPTON COMMON,427.66681,172
2256,CLAPTON COMMON,283.92034,173
2259,FORBURG ROAD,642.95587,172
226,KINGS REACH BUILDING,109.54768,114
2260,OSBALDESTON ROAD,284.48461,173
2261,JESSAM AVENUE,372.44042,172
2262,JESSAM AVENUE,707.99833,172
2263,CAZENOVE ROAD,584.68055,172
2265,ROSSINGTON STREET,817.22647,172
2266,ROSSINGTON STREET,350.04851,175
2268,CLAPTON GIRLS' ACADEMY,541.79536,624
2269,CLAPTON GIRLS' ACADEMY,276.3392,262
227,KINGS REACH BUILDING,30.096439999999998,110
2270,HACKNEY BATHS,743.62492,460
2271,CLAPTON SQUARE,552.81521,556
2272,MARE STREET / NARROW WAY,968.0381600000001,461
2275,ST THOMAS'S SQUARE,499.18778,459
2276,ST THOMAS'S SQUARE,689.52995,281
2277,MARE STREET / VICTORIA PARK ROAD,1207.13391,538
2280,OLD FORD ROAD,445.22872,345
2282,CEPHAS STREET,91.4819,182
2286,BARBICAN STATION,121.53358,239
2287,BARBICAN STATION,1411.91246,235
2288,HEATHWAY,53.97042,77
2290,REEDE ROAD,215.50158,233
22916,THE CROSSWAYS,173.81814,120
2292,MORPETH STREET,266.27381,184
2293,BONNER STREET,509.28372,181
2294,POLLARD ROAD,247.44672,238
2295,POLLARD ROAD,138.56706,161
2296,WINDMILL ROAD,112.84004,136
2297,EAST END ROAD,260.43797,411
2298,TEMPLE FORTUNE LANE,347.78878000000003,259
2299,TEMPLE FORTUNE LANE,798.09644,263
2300,GREEN LANE,28.80532,316
23060,UXBRIDGE STATION,494.08943999999997,77
23062,UXBRIDGE STATION,1608.59392,292
231,BRIXTON STATION,4938.62422,696
2310,KINGS HEAD HILL,25.11781,98
23105,DUNTON ROAD,3953.80843,624
2311,KINGS HEAD HILL,173.41091,96
23114,STATION ROAD / CHASTILIAN ROAD,4.60302,64
23115,CHASTILIAN ROAD / STATION ROAD,9.50778,66
23116,CRAYFORD STATION,18.7628,65
23117,CRAYFORD STATION,9.08396,66
23118,CRAYFORD TOWN HALL,389.95154,221
2314,WANDSWORTH COMMON STATION,100.12595,153
2315,WANDSWORTH COMMON STATION,160.55951,151
2316,SALAMANCA STREET,403.34533,245
2317,SALAMANCA STREET,201.79571,244
2318,TINWORTH STREET,213.37523,244
23185,OVAL STATION,157.38639,182
23186,CORBETS TEY,86.06867,69
2322,COVENT GARDEN MARKET EAST SIDE,355.26476,327
2323,COVENT GARDEN MARKET EAST SIDE,135.71399,332
2324,NINE ELMS STATION,702.64252,326
23251,MAYPLACE RD WEST / BEXLEYHEATH CLOCK TWR,1317.09601,81
23253,PELHAM ROAD,0.7916199999999999,147
23254,GARDEN AVENUE,3.945349999999999,149
23255,PELHAM ROAD,110.51717000000001,143
23256,LONG LANE / WOOLWICH ROAD,50.25432,143
23257,WOOLWICH ROAD / LONG LANE,15.582879999999998,149
23258,HEVERSHAM ROAD,138.75921,144
23259,HEVERSHAM ROAD,140.29215,149
23260,BELVEDERE ROAD,54.45205,144
23261,BEDONWELL ROAD / LONG LANE,31.44252,146
23262,HOLLINGBOURNE AVENUE,5.532279999999999,143
23263,HOLLINGBOURNE AVENUE,17.68698,146
23264,LITTLE HEATH ROAD,44.28996,142
23265,LITTLE HEATH ROAD,110.14831,146
23266,PARSONAGE MANORWAY,195.57259,155
23267,PARSONAGE MANORWAY,120.96264000000001,156
23268,BEDONWELL ROAD / STREAMWAY,200.49749,158
23269,NUXLEY ROAD / DRYHILL ROAD,66.00251,74
23271,STAPLEY ROAD,145.82127,74
23273,ALL SAINTS CHURCH,86.26096,75
2328,LANSDOWNE GREEN,659.87216,326
2329,LANSDOWNE GREEN,732.01612,331
23295,PARBURY RISE,53.642269999999996,91
23296,CHESSINGTON NORTH STATION,97.49097,90
23297,CHESSINGTON NORTH STATION,291.18969,91
23298,CHURCH RISE,35.43268,90
23299,CHURCH RISE,180.64028,89
233,BRIXTON STATION,7826.39595,413
23300,MELFORD CLOSE,23.20786,90
23341,COLERAINE ROAD,1259.24364,436
23354,ROYSTON ROAD,3.7977799999999995,66
23355,ROYSTON ROAD,6.43043,64
2338,ST RULE STREET,300.88761,249
2339,WESTBURY STREET,365.0837,254
23397,ROBINSON ROAD,107.91631,81
2340,SILVERTHORNE ROAD,227.75853,249
23405,CHESSINGTON WORLD OF ADVENTURES,88.42972,181
2341,SILVERTHORNE ROAD,399.40322,254
23410,BROMLEY ROAD / LEWISHAM TOWN HALL,1021.8198600000001,352
23415,BOURNE HILL,380.60866,169
23416,CLAREMONT ROAD / SURBITON STATION,2581.28629,459
2342,THE CHASE,502.89601,249
23435,HADLEY GREEN,0.2957999999999999,9
2344,TIPTHORPE ROAD,664.71526,339
2345,TIPTHORPE ROAD,871.45587,346
2348,BATTERSEA ARTS CENTRE,509.13962,339
2349,BATTERSEA ARTS CENTRE,398.6386,346
23492,SANDERSTEAD PLANTATION,6.176339999999999,101
23493,SANDERSTEAD PLANTATION,6.844859999999999,97
235,BRIXTON STATION,286.55757,75
2350,LAVENDER HILL POLICE STATION,1450.54873,409
23503,AUSTYN GARDENS,18.3333,74
23504,AUSTYN GARDENS,2.85079,74
23505,SOUTHCOTE AVENUE,27.26748,74
23506,SOUTHCOTE AVENUE,134.6715,74
23509,PINE GARDENS,33.174,74
2351,LAVENDER HILL POLICE STATION,495.57459,420
23510,PINE GARDENS,79.62047,74
23511,THE ROYSTONS,12.0919,74
23512,THE ROYSTONS,25.89796,74
23513,PEMBROKE AVENUE,127.25341,74
23514,PEMBROKE AVENUE,64.15643,74
23515,THE BERRYLANDS / BERRYLANDS STATION,57.74837,74
23516,THE BERRYLANDS / BERRYLANDS STATION,127.79775,74
23517,THE RIDINGS,12.359459999999999,74
23518,THE RIDINGS,43.35292,74
23520,REGENT ROAD,39.21114,74
23521,BERRYLANDS ROAD,117.26308999999999,74
2355,UNION ROAD,553.50263,253
236,BRIXTON ROAD / BRIXTON POLICE STATION,1000.53326,294
23602,OLD ROAD / PERRY STREET,26.121599999999997,68
23603,WOODSIDE ROAD,10.66262,64
23604,WOODSIDE ROAD,16.23755,71
23605,MAYPLACE ROAD EAST / MANOR WAY,9.87222,65
23606,MAYPLACE ROAD EAST / MANOR WAY,10.197189999999999,72
23607,MAYPLACE ROAD EAST / BARNEHURST ROAD,47.599,142
23608,MAYPLACE ROAD EAST / BARNEHURST ROAD,85.57731,151
23609,MAYPLACE ROAD EAST / PINNACLE HILL,17.16387,142
23610,MAYPLACE ROAD EAST / PINNACLE HILL,21.05011,152
23611,ERITH ROAD,5.659549999999999,151
2365,MERTON ROAD,369.03852,246
2366,MERTON ROAD,177.53563,252
23663,LINCOLN ROAD,55.62072,150
2367,GALVESTON ROAD,152.11082,165
2368,GALVESTON ROAD,193.66293,168
2369,EXETER HOUSE,462.68051,303
23698,MANOR ROAD / MANOR CLOSE,4.176449999999999,71
237,BRIXTON ROAD / BRIXTON POLICE STATION,839.43334,336
2370,MANFRED ROAD,54.660779999999995,171
2371,EAST PUTNEY STATION,533.86593,165
2372,EAST PUTNEY STATION,601.74856,171
23742,BOTWELL COMMON,71.467,75
23782,ST JOHN'S WOOD ROAD,403.94874,289
23786,BOURNE COURT,32.449709999999996,81
238,GRESHAM ROAD / BRIXTON POLICE STATION,2313.23107,355
2380,PHOENIX HIGH SCHOOL,25.299429999999997,79
2382,KENNINGTON ROAD / IMPERIAL WAR MUSEUM,529.80251,370
23853,SOUTH LANE,47.71124,74
23874,KENNET ROAD,2.8514099999999996,68
2391,GROVEWAY,481.86075999999997,465
2392,GROVEWAY,732.56948,468
23927,COLLIERS WOOD STATION,634.88416,270
2393,VILLA ROAD,616.25614,472
2394,VILLA ROAD,369.17306,472
2395,RUSH COMMON,844.3536,718
2396,RUSH COMMON,712.92157,720
2397,HOLMEWOOD ROAD,1684.28828,715
2398,HOLMEWOOD ROAD,678.09035,722
240,LAMBETH TOWN HALL,2374.08572,333
24008,LINCOLN ROAD,52.13613,154
2403,KINGSCOURT ROAD,964.61686,1023
2404,KINGSCOURT ROAD,970.18549,1033
24132,BARTON ROAD,25.04245,66
24133,RUXLEY NURSERY,4.330849999999999,72
24134,RUXLEY CORNER,54.82732,140
24135,TUBBENDEN LANE SOUTH,106.70282,83
2416,ROBIN HOOD LANE,181.90811,164
2417,ROBIN HOOD LANE,214.3294,168
2418,WESTMINSTER ABBEY,123.01151,91
24180,CAMDEN TOWN / CAMDEN ROAD,2521.87265,298
2419,WESTMINSTER ABBEY,186.69633,95
2421,MILLBANK,255.79019,156
2424,CHINGFORD OLD CHURCH,160.40368,223
2425,CHINGFORD OLD CHURCH,265.75363,165
2428,GLOUCESTER DRIVE,248.28152,174
24280,STAPLES CORNER,138.51063,180
2429,GLOUCESTER DRIVE,107.20835,178
24294,SHEPHERD'S BUSH GREEN,311.16112,409
2430,LORDSHIP PARK,374.06223,174
2431,BROWNSWOOD ROAD,459.58661,179
24330,WHITCHURCH LANE,271.21196,83
24335,EDGWARE COMMUNITY HOSPITAL,626.31433,431
24339,WALTHAMSTOW STADIUM,866.03647,472
2434,RIVERSDALE ROAD,294.35773,254
2435,KINGS CRESCENT ESTATE,98.50406,179
2436,STOKE NEWINGTON CHURCH STREET,451.98638,177
2437,GREEN LANES / STOKE NEWINGTON CHURCH ST,509.14199,256
2438,PETHERTON ROAD,244.93779,177
2439,PETHERTON ROAD,205.65983,179
2440,ADEN GROVE,190.75404,177
24404,NORBURY STATION,639.55884,254
2441,ADEN GROVE,191.06401,179
2442,NEWINGTON GREEN,2072.99666,431
2443,NEWINGTON GREEN / MILDMAY ROAD,35.87428,83
2444,MILDMAY GROVE,130.82537,81
24458,LAMBETH TOWN HALL,634.96955,536
2446,SOUTHGATE ROAD / ARDLEIGH ROAD,79.33168,81
2448,DOWNHAM ROAD,564.73459,178
24483,PARKLANDS,38.22774,74
2449,DOWNHAM ROAD,170.19538,175
2450,BARING STREET,179.55562,172
2452,EAGLE WHARF ROAD,1030.70161,347
2455,BEVENDEN STREET,459.26436,284
2456,BEVENDEN STREET,467.30779,269
2460,EPWORTH STREET,664.02147,466
2462,FINSBURY SQUARE / MOORGATE,974.09928,430
2463,FINSBURY SQUARE,1190.67873,273
24637,PALM AVENUE,54.8027,131
24647,SOUTH LAMBETH ROAD / STOCKWELL STN,239.47433,345
24648,NEW CROSS BUS GARAGE,2961.6685,640
2466,GREAT SWAN ALLEY,345.75505,259
2467,LONDON WALL,628.54543,258
2468,BANK STATION  / PRINCES STREET,978.5705,260
24705,NEW CROSS BUS GARAGE,1070.25101,370
24743,CROYDON ROAD / WALLINGTON GREEN,596.16392,312
24779,HAMMERSMITH TOWN HALL,647.18665,595
248,THE LATCHMERE,908.22014,292
24843,BROMLEY LANE / CHISLEHURST WAR MEMORIAL,79.50828,154
24851,SHRUBBERY GARDENS,165.4028,177
2487,HOUNSLOW ROAD,167.65763,152
2488,BUTLERS GREEN,493.55323,180
2489,THE GREEN / CARLTON AVENUE WEST,204.96794,179
2490,THE GREEN / CARLTON AVENUE WEST,293.97944,181
2491,PETTITS LANE,152.97044,246
2492,PETTITS LANE,84.37058999999999,169
24961,BROMLEY LANE / CHISLEHURST WAR MEMORIAL,263.13071,153
24994,SHEPHERD'S BUSH STATION,2967.29763,501
2502,BARLEY LANE,918.6345,220
25027,BURNT OAK STATION,1641.52979,331
25031,GOODMAYES PRIMARY SCHOOL,236.58694,243
25042,ARGYLE ROAD / AVONDALE AVENUE,89.54966,77
25043,ARGYLE ROAD / AVONDALE AVENUE,62.18002,78
25044,SUSSEX RING,116.52055,77
25045,SUSSEX RING,245.91217,155
25046,SINGLETON SCARP,13.417769999999999,78
25048,CISSBURY RING / WESTERN ARM,58.77222,77
25051,SHELLEY AVENUE,325.64062,256
25053,NOTTING HILL GATE STATION,1056.21049,445
25056,GRASMERE GARDENS,159.02161,173
25057,KINGSMEADOW,154.74266,145
25066,ST LEONARDS AVENUE,185.26304,388
25067,PERCY ROAD,77.64624,78
25068,ECCLESTON CRESCENT,205.54581,154
25069,HAMPSTEAD ROAD / DRUMMOND STREET,663.94512,180
25070,MALDEN GREEN AVENUE,40.61616,91
25071,MALDEN GREEN AVENUE,29.97748,93
25072,THE VALE,439.77538,257
25073,STAFFORD ROAD,301.16211,96
25076,LUMLEY ROAD,36.065349999999995,165
25077,LUMLEY ROAD,48.97876,174
25078,GURNELL LEISURE CENTRE,480.19292,421
25079,GURNELL LEISURE CENTRE,387.52877,414
2508,CHURCH STREET,261.88394,158
25080,CHASE SIDE,29.94821,149
2509,CHURCH STREET,182.85339,158
25092,NOEL ROAD,192.80852,173
25093,NOEL ROAD,140.10351,245
25096,BOW CHURCH STATION,1470.92778,371
25102,HENDON MAGISTRATES COURT,1374.92285,375
25103,EAST STREET,2105.07196,577
25105,WESTMORELAND ROAD,906.42173,493
25106,WESTMORELAND ROAD,1535.50405,577
25108,HOWARD ROAD,5.92532,73
25109,HOWARD ROAD,14.83493,81
25115,RUXLEY NURSERY,17.21291,69
25117,SOUTHWOOD DRIVE / ELMBRIDGE AVENUE,136.78111,152
25118,EDGWARE STATION  / STATION ROAD,2378.57539,466
25119,MANOR DRIVE NORTH,16.48127,74
25125,FORD'S EAST ENTRANCE,31.6209,154
25130,EAGLE WHARF ROAD,636.01909,287
25131,STONEFIELD WAY,238.80656000000002,81
25132,BARBAULD ROAD,528.6232,174
25133,PERTH ROAD,421.84523,203
25134,STONEFIELD WAY,135.90872,83
25135,ST MARK'S CHURCH,48.694849999999995,225
25136,WALPOLE STREET,463.41471,438
25138,UPMINSTER STATION,898.90254,298
25139,UPMINSTER STN   / ST LAWRENCE ROAD,415.82478,76
25140,GAYNES ROAD,335.4192,300
25141,ST LAURENCE CHURCH,509.94789000000003,151
25143,WATERS ROAD,145.66956,100
25144,CAMBRIDGE GROVE,223.6303,99
25145,OLD PARK LANE / HARD ROCK CAFE,234.46206,311
25146,ANGEL STATION,3495.63713,369
25153,FYFIELD ROAD,70.06855,76
25154,FYFIELD ROAD,228.27264,78
25155,BRIMSDOWN STATION,467.61095,164
25159,VERNON ROAD,389.06771000000003,147
25160,YORK ROAD,54.53313,163
25161,CORNWALL ROAD,37.06462,149
25162,CORNWALL ROAD,104.46891,81
25163,WOODFIELD WAY,53.31599,175
25164,WOODFIELD WAY,208.65864,172
25165,MITCHAM POLICE STATION,66.96938,149
25179,CHINGDALE ROAD,70.58937,79
2518,LONDON ROAD / THE GEORGE,151.22276,175
25180,DAGMAR AVENUE,112.33764,251
25181,LAVENDER AVENUE,204.70502,188
25182,LAVENDER AVENUE,345.52065,180
25185,NEWBURY PARK STATION,1479.96257,227
25187,STAMFORD HILL,719.80209,173
2519,SOUTH THAMES COLLEGE,716.11182,253
25193,WARDEN AVENUE,501.96957000000003,222
25194,WARDEN AVENUE,175.21496,80
25195,EDMONTON FIRE STATION,143.28637,78
25196,KENILWORTH GARDENS,41.90675,79
25197,KENILWORTH GARDENS,485.36249,78
25198,LAWSON ROAD,211.25447,78
25199,LAWSON ROAD,43.26509,79
25200,WINDERMERE ROAD,72.44356,79
25201,WINDERMERE ROAD,279.63716,78
25202,ASCOT GARDENS,78.20189,79
25203,SOMERSET ROAD,389.43288,158
25204,DENBIGH ROAD,301.39676000000003,159
25205,DENBIGH ROAD,497.03778,159
25206,CARLYLE AVENUE,125.06031,159
25207,SOLWAY ROAD,154.47752,81
25209,PAISLEY ROAD,53.0254,81
25210,PAISLEY ROAD,321.00858,81
25211,NEW RIVER SPORTS CENTRE,205.81283,81
25212,NEW RIVER SPORTS CENTRE,337.43079,81
25213,HARINGEY FOOTBALL CLUB,252.29572,81
25214,HARINGEY FOOTBALL CLUB,404.85921,81
25215,ROWLAND HILL AVENUE,122.46963,81
25216,ROWLAND HILL AVENUE,202.92952,81
25217,GREAT CAMBRIDGE ROAD,313.29962,153
25218,GREAT CAMBRIDGE ROAD,351.15077,156
25219,TOTTENHAM CEMETERY,158.21458,153
2522,ST JOHN THE DIVINE CHURCH,20.71011,72
25220,TOTTENHAM CEMETERY,273.4497,156
25221,HARINGEY SIXTH FORM COLLEGE,111.00278,81
25222,HARINGEY SIXTH FORM COLLEGE,391.33642,82
25223,WHITE HART LANE STATION,161.2361,81
25224,WHITE HART LANE STATION,911.56378,82
25225,TOTTENHAM HIGH ROAD,178.05152,80
25226,WORCESTER AVENUE,497.64663,81
25227,GILLHAM TERRACE,27.75436,80
25228,GILLHAM TERRACE,317.38818,81
25229,SCOTSWOOD WALK,7.293639999999999,80
2523,ARKWRIGHT ROAD,44.91296,71
25230,SCOTSWOOD WALK,398.34711,81
25233,DEYNCOURT GARDENS,5.960539999999999,85
25234,UPMINSTER STATION,56.52613,88
25235,INGREBOURNE GARDENS,5.6887099999999995,85
25236,INGREBOURNE GARDENS,36.85738,88
25237,THE FAIRWAY,1.21413,85
25238,THE FAIRWAY,5.196159999999999,88
25239,UPMINSTER TITHE BARN MUSEUM,1.8260499999999995,85
2524,ARKWRIGHT ROAD,16.11085,73
25240,UPMINSTER TITHE BARN MUSEUM,41.72452,88
25241,RIVER DRIVE,3.38688,85
25242,SEVERN DRIVE,123.76161,78
25243,RIDDLESDOWN,37.86229,69
25244,RIDDLESDOWN,22.95198,69
25245,MITCHLEY HILL,10.90078,68
25246,MITCHLEY HILL,20.84146,66
25247,BORROWDALE DRIVE,13.88862,67
25248,BORROWDALE DRIVE,16.67693,66
25249,SANDERSTEAD CLINIC,14.27906,65
25250,SANDERSTEAD CLINIC,64.50886,66
25251,SANDERSTEAD / ALL SAINTS CHURCH,85.04865,98
25252,SANDERSTEAD / ALL SAINTS CHURCH,26.78893,98
25253,HARBLEDOWN ROAD,11.202679999999999,102
25254,HARBLEDOWN ROAD,3.2055199999999995,98
25265,CARLYLE AVENUE,193.23448,158
25266,NEW HILL,20.62435,92
25267,NEW HILL,2.7416300000000002,97
25270,EAST INDIA DOCK ROAD,950.49869,260
25271,CHISLEHURST COMMON,13.3102,154
25272,CHISLEHURST COMMON,90.47345,153
25276,WILLIAM BAREFOOT DRIVE,29.51082,154
25277,WILLIAM BAREFOOT DRIVE,28.27901,154
25280,HENRY COOPER WAY,118.6533,243
25281,HENRY COOPER WAY,121.08724,239
25282,DUDDINGTON CLOSE,80.62369,243
25283,DUDDINGTON CLOSE,98.14909,239
25286,TOOTING BROADWAY STATION,1704.39681,485
25287,TOOTING BROADWAY STATION,194.03594,75
25288,DUNKERY ROAD / MOTTINGHAM ROAD,114.09518,247
25289,DUNKERY ROAD / MOTTINGHAM ROAD,129.34201,245
25290,BEXLEYHEATH BUS GARAGE,0.0,141
253,WARNER ROAD,2132.64461,275
2532,SANDY LANE,107.37077000000001,95
25331,SHAKESPEARE ROAD,523.2460599999999,100
2534,SOUTH HARROW STATION,2326.05959,303
25349,RICHMOND ROAD,163.43946,125
25351,BARNFIELD AVENUE,73.64164,80
25352,BARNFIELD AVENUE,17.964019999999998,81
25353,HOLLYBUSH ROAD,64.05312,81
25354,HOLLYBUSH ROAD,118.94663,80
25355,LATCHMERE LANE,53.54086,81
25356,LATCHMERE LANE,102.87089,80
25357,WINGFIELD ROAD,42.29874,81
25358,WINGFIELD ROAD,121.32987,80
25359,LATCHMERE ROAD,41.9231,81
25360,KELVEDON CLOSE,111.35947,79
25362,REDVERS ROAD,2464.33065,180
25366,PRINCES AVENUE,413.53889,165
25367,KILBURN HIGH ROAD / QUEX ROAD,803.29869,159
25368,FREMANTLE ROAD,1659.64848,498
25369,YORK ROAD,69.4417,170
25370,YORK ROAD,163.28504,169
25371,COURT FARM ROAD,144.85583,244
25372,COURT FARM ROAD,153.59914,240
25373,BEACONSFIELD ROAD,204.12593999999999,246
25374,BEACONSFIELD ROAD,229.94852,242
25375,DUNKERY ROAD / RAVENSWORTH ROAD,159.07329,247
25376,DUNKERY ROAD / RAVENSWORTH ROAD,152.48378,242
25377,RUSH GREEN ROAD,119.51695,81
25378,RUSH GREEN ROAD,173.54327,79
25379,RUSH GREEN SCHOOL,150.34634,81
2538,EMPRESS STATE BUILDING / WEST BROMPTON,152.05276,199
25380,RUSH GREEN SCHOOL,91.79656,79
25381,BARKING & DAGENHAM COLLEGE,707.56004,81
25382,BARKING & DAGENHAM COLLEGE,422.45985,79
