STOPCODE,stop_name,total_boardings,n_route_dir_qhr_rows
BP5669,DUKES AVENUE,127.2632,75
BP567,RENFREW ROAD,10.97603,75
BP5671,CHEYNE HILL,10.98561,59
BP5672,MOUNT VERNON HOSPITAL,103.03053,63
BP5674,PIONEER POINT,1208.04416,339
BP5678,WOOD STREET STATION,151.54448,77
BP568,RENFREW ROAD,64.84644,76
BP5680,LONDON BRIDGE BUS STATION,418.68722,164
BP5681,LONDON BRIDGE STATION,1662.80075,348
BP5683,CHESSINGTON WORLD OF ADVENTURES,10.43657,62
BP5686,SOLAR WAY,86.3775,143
BP5687,LONDON WALL / MOORGATE STATION,295.93134,167
BP5689,BROCKLEY AVENUE,36.519239999999996,154
BP569,LOUGHBOROUGH STREET,99.70035,75
BP5692,INNOVA PARK,27.266189999999998,71
BP5693,INNOVA PARK,33.44732,72
BP5695,BARNET HOSPITAL,619.86216,154
BP5696,BUCKINGHAM ROAD,115.18104,248
BP5698,KIMPTON ROAD,5.989689999999999,60
BP5699,KIMPTON ROAD,14.85041,60
BP5700,TESCO SUTTON CHEAM,16.02191,60
BP5701,TESCO SUTTON CHEAM,20.742549999999998,62
BP5710,GREENWICH PARK / CHESTERFIELD GATE,0.38486999999999977,76
BP5713,RAINSFORD ROAD,11.51363,72
BP5719,WARREN DRIVE SOUTH,1.4372599999999998,77
BP5720,ATKINSON CLOSE / COPSE HILL,267.55593,156
BP5721,SKIPTON DRIVE,6.96038,77
BP5722,PROLOGIS PARK,167.78041,152
BP5723,RAINHAM INTERCHANGE,445.3978,148
BP5724,RAINHAM STATION,0.0,75
BP5725,STREATHAM STATION,2080.8311,331
BP5726,STREATHAM STATION,0.0,257
BP5727,PONDERS END STN  / OASIS ACADEMY HADLEY,1.59971,74
BP5731,BLACKFRIARS STATION  / NORTH ENTRANCE,598.42313,202
BP5739,NORTH ACTON STATION,168.12284,70
BP574,ONDINE ROAD,249.71167,484
BP5741,LAMMAS ROAD,0.0,44
BP5742,GAYTON ROAD,51.88575,164
BP5743,CHISWICK BUSINESS PARK,23.57807,145
BP5745,MUSWELL HILL BROADWAY,2676.43977,165
BP575,HALING PARK GARDENS,69.23349,140
BP5750,ST HELEN'S COURT,80.93393999999999,160
BP5753,RINGERS ROAD,148.79662,150
BP5755,BARKING STATION,1956.52347,345
BP5756,BRABHAM COURT,109.78166,166
BP5757,SUDBURY & HARROW ROAD STATION,0.59405,102
BP5758,PARK VIEW ROAD,198.70802,289
BP5759,LAMBROOK TERRACE,299.23862,301
BP576,WHITGIFT AVENUE,58.096959999999996,140
BP5760,SUNNY WAY,64.74735,73
BP5762,ST THOMAS'S SQUARE,291.09365,186
BP5763,LEA INTERCHANGE BUS GARAGE,77.16539,74
BP5764,VELOPARK,12.390039999999999,73
BP5765,VELOPARK,9.569959999999998,77
BP5766,CHOBHAM ACADEMY,200.30909,170
BP5767,CHOBHAM ACADEMY,328.58826,178
BP577,HEATH CLOSE,23.5342,147
BP5770,STRATFORD INTERNATIONAL STATION,765.87435,256
BP5771,STRATFORD INTERNATIONAL STATION,180.01227,173
BP5772,WESTFIELD AVENUE,27.218329999999998,161
BP5773,WESTFIELD AVENUE,397.40835,162
BP5774,NELSON'S ROW,522.19658,443
BP5775,CITY THAMESLINK STATION,0.0,81
BP5776,THE COPPER BOX,71.66434,80
BP5777,THE COPPER BOX,139.81772,80
BP5778,CAMBRIDGE AVENUE,25.2167,75
BP5779,COOMBE LANE WEST / NEW VICTORIA HOSPITAL,4.7051099999999995,75
BP578,BLACKFORD CLOSE,105.64498999999999,139
BP5780,COOMBE LANE WEST / NEW VICTORIA HOSPITAL,34.95711,76
BP5781,CAMBRIDGE AVENUE,19.133309999999998,76
BP5782,HACKNEY CENTRAL STATION,871.03979,361
BP5784,STRATFORD CITY BUS STATION,32.35863,168
BP5786,MOOREHEAD WAY / WEIGALL ROAD,1.3577299999999997,152
BP5787,MOOREHEAD WAY / PINTO WAY,3.902779999999999,146
BP5788,WEIGALL ROAD / SOUTH SIDE,0.2257799999999998,152
BP5789,WEIGALL ROAD / NORTH SIDE,42.753609999999995,145
BP579,LYNSCOTT WAY,55.23517,140
BP5790,CLAPHAM COMMON OLD TOWN,0.0,77
BP5796,DUKES AVENUE / NORTHWEALD LANE,37.20171,125
BP5797,SIR LUDWIG GUTTMANN HEALTH CENTRE,72.35082,75
BP5798,SIR LUDWIG GUTTMANN HEALTH CENTRE,64.78859,76
BP5799,ESTUARY CLOSE,8.03845,92
BP580,WYVERN ROAD,13.992819999999998,147
BP5800,RIVERGATE CENTRE,19.49186,166
BP5801,GREAT WEST QUARTER,221.82154,154
BP5802,LEYTONSTONE STN  / GROVE GREEN ROAD,110.023,76
BP5807,TOTTENHAM HALE STATION,0.0,83
BP5809,EPPING FOREST COLLEGE,40.06231,48
BP581,LYNSCOTT WAY,21.87456,147
BP5811,HEATH ROAD / TWICKENHAM,926.36865,332
BP5812,HEATH ROAD / TWICKENHAM,812.59406,168
BP5813,POULETT GARDENS,712.55646,168
BP5814,YORK STREET / TWICKENHAM,884.97636,354
BP5815,NORTHWOOD HILLS CIRCUS,79.63963,149
BP5816,NORTHWOOD SCHOOL,17.67983,76
BP5819,THE PAVEMENT,205.97841,172
BP582,WYVERN ROAD,28.200969999999998,145
BP5820,BODMIN CLOSE,106.68052,82
BP5823,MILLFIELDS PARK,119.71852,73
BP5824,MILLFIELDS PARK,1.58984,77
BP5825,MILLFIELDS ROAD,107.39648,73
BP5826,MILLFIELDS ROAD,11.72942,77
BP5827,THORNTON ROAD,19.86782,73
BP5828,EMMANUEL ROAD,41.2621,74
BP5829,BURNBURY ROAD,45.52299,75
BP583,PURLEY HOSPITAL,142.76149,221
BP5830,HYDETHORPE ROAD,39.66344,74
BP5831,HYDETHORPE ROAD,65.53517,75
BP5832,BELTHORN CRESCENT,72.67373,75
BP5833,BELTHORN CRESCENT,87.16552,74
BP5835,FOUNTAYNE BUSINESS CENTRE,17.36282,174
BP5836,TOTTENHAM HALE RETAIL PARK,26.68257,174
BP5837,STANSTEAD ROAD / ST DUNSTANS COLLEGE,45.23363,159
BP5838,CHESSINGTON GARDEN CENTRE,12.4818,64
BP5839,CHESSINGTON GARDEN CENTRE,2.24238,59
BP584,ST GILES SCHOOL,124.47572,141
BP5840,PICCADILLY CIRCUS,1277.5302,682
BP5841,UNIVERSITY COLL HOSP / WARREN ST STN,878.34351,448
BP5842,LONDON AQUATICS CENTRE,49.55543,169
BP5843,LONDON AQUATICS CENTRE,180.59306,170
BP585,REGINA COELI SCHOOL,35.396699999999996,147
BP5851,HERE EAST,35.00414,79
BP5852,HERE EAST,62.31942,80
BP5853,VICTORIA ROAD / LAVENDER FIELDS,68.85875,149
BP5854,TAYLOR ROAD,44.57689,74
BP5855,TAYLOR ROAD,0.6382599999999998,75
BP586,BLACKFORD CLOSE,36.686139999999995,147
BP5861,THE PAVEMENT,0.0,76
BP5863,BURY ROAD,6.30857,49
BP5864,BURY ROAD,3.0656499999999998,48
BP5865,ABERCONWAY ROAD,1.27656,236
BP5866,LONG LANE,14.743969999999997,177
BP5867,OMNIBUS CLAPHAM,0.0,178
BP5868,WINGATE SQUARE,171.52862,176
BP5869,SOUTH THAMES COLLEGE,306.66366,257
BP587,SOUTH CROYDON STATION,15.59412,71
BP5872,U E L DOCKLANDS CAMPUS,118.55203,90
BP5873,HIGH STREET / MARKET SQUARE,674.66955,402
BP5874,HIGH STREET / MARKET SQUARE,2487.45698,400
BP5878,ROTHBURY ROAD,3.784909999999999,83
BP5879,FISH ISLAND,28.72686,76
BP588,SOUTH CROYDON STATION,30.52109,70
BP5880,KIDBROOKE PARK ROAD,52.29916,310
BP5881,TUDWAY ROAD,4.343029999999999,148
BP5882,KIDBROOKE PARK ROAD / TUDWAY ROAD,6.7294599999999996,149
BP5883,WINDMILL LANE,112.88463999999999,251
BP5884,TOTTENHAM HALE BUS STATION,0.0,91
BP5885,TOTTENHAM HALE BUS STATION,2367.93649,367
BP5887,TOTTENHAM HALE BUS STATION,1134.4436,91
BP5888,TOTTENHAM HALE BUS STATION,0.0,98
BP5889,TOTTENHAM HALE BUS STATION,1199.60602,197
BP589,WINDMILL ROAD,26.28617,76
BP5890,TOTTENHAM HALE BUS STATION,1740.82233,81
BP5892,WARTON ROAD,0.0,21
BP5893,WARTON ROAD,2.2200399999999996,17
BP5894,CARPENTERS PRIMARY SCHOOL,18.508899999999997,94
BP5895,HALLSVILLE ROAD,32.06666,202
BP5896,SUTTON STATION,315.93341,112
BP5897,SUTTON STATION,28.99769,110
BP5899,KYMBERLEY ROAD,0.0,66
BP590,WINDMILL ROAD,25.841009999999997,78
BP5900,LONGMEAD DRIVE / ALBANY PARK,19.22258,128
BP5901,LONGMEAD DRIVE / ONSLOW DRIVE,11.83949,128
BP5906,BERTRAM COTTAGES,14.615589999999997,165
BP5907,THE RED HOUSE,14.782079999999999,78
BP5908,MILLINGTON ROAD,1221.60908,582
BP591,OXLEAY ROAD,18.74489,64
BP5912,PERTH ROAD,383.02786,73
BP5913,BATHGATE ROAD,127.09211,161
BP592,PURLEY HOSPITAL,12.358749999999999,144
BP5920,THIRLMERE GARDENS,15.693109999999999,213
BP5924,PARK ROAD,24.98224,78
BP5925,PARK ROAD,47.66256,77
BP5926,LOTS ROAD,82.49761000000001,77
BP5927,LOTS ROAD,103.78358,78
BP5929,LONDON HILTON HOTEL,539.71816,260
BP5930,LONGBRIDGE WAY,129.24997,162
BP5931,GERRARD WAY,3.3931299999999993,451
BP5936,TOTTENHAM POLICE STATION,1593.71926,345
BP5937,GIBBINS ROAD,23.03765,96
BP5939,LANCASTER PLACE / SOMERSET HOUSE,497.53916,206
BP5948,BUCKINGHAM ROAD,1654.39355,329
BP5949,SUTTON STATION,773.58091,387
BP595,DEERHURST ROAD,18.98628,77
BP5950,CHURCHILL PLACE,62.7636,164
BP5951,PEEL CENTRE,495.82623,153
BP5952,ROWAN DRIVE,263.52351,154
BP5953,HERITAGE AVENUE,173.24829,154
BP5954,PEEL CENTRE,0.28612,154
BP5958,INGLIS WAY,0.32972999999999997,74
BP5959,INGLIS WAY,20.16423,71
BP596,MOTTINGHAM ROAD,165.78876,77
BP5960,MILLBROOK PARK,0.0,73
BP5961,ROYAL ENGINEERS WAY,4.51646,71
BP5962,RICHMOND STATION,5.754139999999998,158
BP5963,RICHMOND STATION,3578.69031,346
BP5968,NORTHWICK PARK HOSPITAL / A&E DEPARTMENT,1.55517,75
BP5969,LEWISHAM CLOCK TOWER,3883.827,650
BP597,LOGS HILL,58.33261,78
BP5970,ACTON TOWN STATION  / ENFIELD ROAD,22.61864,74
BP5971,NETHERHEYS DRIVE,124.0529,147
BP5972,ISLEDON ROAD,579.81801,290
BP5975,RAINSFORD ROAD,165.13479,75
BP5976,CHISWICK BUSINESS PARK,13.80842,75
BP5977,THURSTON ROAD / JERRARD STREET,168.7585,181
BP5978,LAKEVIEW ROAD,210.08416,167
BP5979,DOWSETT ROAD,348.58919,177
BP598,LOGS HILL,34.85405,79
BP5980,CHIGWELL RISE / RODING LANE,0.28767,65
BP5982,GLEBE AVENUE / ICKENHAM STATION,14.90001,39
BP5984,GREENHILL WAY / LYCEE INTERNATIONAL,0.6597799999999999,77
BP5985,GREENHILL WAY / LYCEE INTERNATIONAL,15.54893,77
BP5987,LEWISHAM STATION,1771.9187200000001,408
BP5989,LEWISHAM STATION,3364.53055,411
BP599,OLD KENT ROAD / EAST STREET,1387.17451,623
BP5990,LEWISHAM STATION,4073.95678,557
BP5991,LEWISHAM STATION,584.75841,373
BP5992,LEWISHAM STATION,119.14095,339
BP5993,LEWISHAM STATION,0.0,901
BP5994,U E L DOCKLANDS CAMPUS,183.27858,96
BP5995,TOTTENHAM CT RD STN  / GT RUSSELL ST,0.0,96
BP5996,BOWER PARK SCHOOL,0.6900099999999998,20
BP5997,DURHAM STREET / HARLEYFORD ROAD,173.69658,348
BP5998,ALDGATE STATION,891.8269,118
BP600,DRYFIELD ROAD,45.499919999999996,75
BP6000,VALLEY PARK RETAIL PARK,14.79669,69
BP6001,VALLEY PARK RETAIL PARK,12.525599999999999,74
BP6002,BRUCE CASTLE PARK & MUSEUM,247.55817,187
BP6003,FOUNTAYNE ROAD,73.0229,86
BP6004,NORMAN AVENUE,8.503589999999999,27
BP6005,NORMAN AVENUE,4.31291,38
BP6006,MAYWATER CLOSE,6.08074,29
BP6007,MAYWATER CLOSE,7.14851,37
BP6008,DOWNSWAY,3.7032,29
BP6009,DOWNSWAY,2.1014,37
BP601,DULWICH LIBRARY,761.02284,435
BP6010,SANDERSTEAD HILL,12.984499999999999,34
BP6011,ST THOMAS' HOSPITAL / EVELINA LONDON,79.16985,157
BP6012,BRETTENHAM ROAD,651.05158,608
BP6016,ARCHWAY STATION   / HOLLOWAY ROAD,1176.19417,294
BP6017,ARCHWAY STATION,3125.9602,399
BP6018,ARCHWAY STATION,1776.1462,158
BP602,BISPHAM ROAD,77.32294,81
BP6021,SPENCER ROAD,10.005909999999998,96
BP6023,CHELSFIELD VILLAGE / FIVE BELLS,16.41408,124
BP6024,HILARY HOUSE,75.7849,78
BP6025,SUSSEX MEWS,50.83209,79
BP6026,RAVENSBOURNE PARK CRESCENT,37.036789999999996,79
BP6027,BOURNEVILLE ROAD,31.712989999999998,79
BP6028,BRIGHTLING ROAD,23.37298,80
BP6029,BANKHURST ROAD,28.918699999999998,79
BP6030,EWHURST ROAD,89.74304,80
BP6031,EWHURST ROAD,69.22755,79
BP6032,BEXHILL ROAD,41.74238,80
BP6033,BEXHILL ROAD,29.174129999999998,79
BP6034,AMYRUTH ROAD,85.50628999999999,80
BP6035,FOXBOROUGH GARDENS,37.91128,80
BP6036,FRANCEMARY ROAD,57.86819,81
BP6037,GORDONBROCK ROAD,71.09196,81
BP6039,KANTOR CAMPUS,10.80496,69
BP604,ABBEY ROAD,236.58856,311
BP6040,FAIRLOP STATION,63.35342,71
BP6041,FAIRLOP STATION,17.41451,68
BP6042,FAIRLOP WATERS,5.7744,71
BP6043,FAIRLOP WATERS,21.85026,68
BP6044,FAIRLOP OUTDOOR ACTIVITY CENTRE,12.72674,71
BP6045,FAIRLOP OUTDOOR ACTIVITY CENTRE,29.75833,68
BP6046,ELMBRIDGE ROAD,4.295509999999999,66
BP6047,ELMBRIDGE ROAD,111.77503,65
BP6048,VULCAN WAY,149.47305,173
BP605,WESTERN ROAD,18.87514,83
BP6050,CRANFORD LANE,30.92422,256
BP6051,STUBBERS ADVENTURE CENTRE,2.52181,70
BP6052,ALDGATE EAST STATION,1742.49632,285
BP6054,WARBANK CRESCENT,7.80655,157
BP6055,WARBANK CRESCENT,64.36225,160
BP6058,TROTT ROAD,67.47503,77
BP6059,TROTT ROAD,33.86744,78
BP606,WESTERN ROAD,23.83107,81
BP6060,OSIER CRESCENT,206.15282,77
BP6061,OSIER CRESCENT,72.82769,78
BP6062,EVERINGTON ROAD,168.85842,77
BP6063,EVERINGTON ROAD,62.04687,78
BP6064,CREIGHTON AVENUE,51.6019,77
BP6065,CREIGHTON AVENUE,29.31312,78
BP6066,PAGES HILL,42.7736,78
BP6067,PAGES HILL,43.77365,78
BP6069,MERRIELANDS CRESCENT,14.523439999999999,77
BP607,RADNOR WAY,15.237889999999998,83
BP6070,MERRIELANDS CRESCENT,163.81011,78
BP6071,DAGENHAM DOCK STATION,2.5756399999999995,77
BP6072,DAGENHAM DOCK STATION,160.63109,78
BP6074,ROOKWOOD ROAD,75.14086,164
BP6075,CRANHAM PLACE,0.05507,71
BP6076,CRANHAM PLACE,1.6870499999999995,75
BP6077,BECKTON DLR DEPOT,4.1878,184
BP6078,BECKTON DLR DEPOT,4.5165799999999985,181
BP608,CUMBERLAND AVENUE,148.37535,146
BP6081,ELSA ROAD / UPPER WICKHAM LANE,31.165519999999997,75
BP6082,ELSA ROAD / UPPER WICKHAM LANE,51.49138,70
BP6083,KENMERE ROAD,30.87662,75
BP6084,KENMERE ROAD,50.55271,69
BP6085,AVONDALE ROAD,16.575779999999998,76
BP6086,AVONDALE ROAD,25.97113,69
BP6087,GIPSY ROAD,29.83388,77
BP6088,GIPSY ROAD,43.491839999999996,70
BP6089,HOLMESDALE ROAD,14.12932,77
BP609,CUMBERLAND AVENUE,48.05912,151
BP6090,HOLMESDALE ROAD,18.33916,69
BP6091,VEROAN ROAD,14.503919999999999,76
BP6092,VEROAN ROAD,13.435469999999999,69
BP6093,GLEBE COURT,452.54841,489
BP6094,LOVE LANE,254.00408,77
BP6096,MITCHAM FAIR GREEN,1918.79315,418
BP6097,MITCHAM FAIR GREEN,553.45519,305
BP6098,MITCHAM FAIR GREEN,2571.55354,716
BP610,COMMERCIAL WAY,72.85656,71
BP6100,HOMESTEAD WAY / OVERBURY CRESCENT,18.21455,89
BP6101,SANDERSTEAD HILL,6.26329,30
BP6102,LIMES FARM / COPPERFIELD,48.55723,138
BP6103,LIMES AVENUE,45.23164,67
BP6104,HACKNEY MARSH PLAYING FIELDS,17.82781,171
BP6105,HACKNEY MARSH PLAYING FIELDS,11.68717,179
BP6106,WHITTON CNR / HEALTH & SOCIAL CARE CTR,200.59538,159
BP6107,CENTRAL DRIVE,36.05131,74
BP6109,CENTRAL PARADE,211.89344,228
BP611,COMMERCIAL WAY,45.43353,152
BP6111,BEECHCROFT GARDENS,342.42875,239
BP6112,MANOR DRIVE,100.68883,80
BP6115,WEST CROYDON BUS STATION,4288.19719,495
BP6116,WEST CROYDON BUS STATION,1807.07243,393
BP6117,WEST CROYDON BUS STATION,4105.57732,564
BP6118,WEST CROYDON BUS STATION,3915.02734,521
BP6119,WEST CROYDON BUS STATION,0.0,174
BP612,RADNOR WAY,14.7433,81
BP6121,ELEPHANT PARK,65.09845,177
BP6122,HAYES TOWN CENTRE,4103.06458,721
BP6123,HAYES TOWN CENTRE,5748.08248,735
BP6124,WELSH HARP / NEASDEN RECREATION GROUND,1.1477299999999997,79
BP6127,GREENWAYS,1.9719199999999997,69
BP613,PARK ROYAL STATION,88.27199,83
BP6136,RIVER ROAD,104.37567,94
BP6137,MALLARDS ROAD / RIVER ROAD,84.12026,96
BP6138,RIVERSIDE CAMPUS,14.41226,94
BP6139,RIVERSIDE CAMPUS,420.10889,89
BP614,PARK ROYAL STATION,226.62083,81
BP6142,MINTER ROAD,85.04405,93
BP6143,MINTER ROAD,367.81291,99
BP6144,FOREST HILL POOLS,244.63135,256
BP6145,FOREST HILL POOLS,221.56280999999998,256
BP6146,ST AUBYNS GARDENS,3.2063699999999997,70
BP6147,ST AUBYNS GARDENS,3.13823,69
BP6148,SEVENOAKS ROAD,15.951459999999999,70
BP615,HENLYS CORNER,609.85325,252
BP6150,SEDGECOMBE AVENUE,20.51452,73
BP6151,DOVEDALE AVENUE,14.83655,73
BP6152,FERNLEIGH COURT,101.81725,73
BP6156,CHISLEHURST SAINSBURY'S,2.8081499999999995,65
BP6157,BAFFIN WAY,38.442660000000004,103
BP6158,BAFFIN WAY,67.82198,106
BP6159,EAST INDIA STATION,20.38286,103
BP616,RIVER DRIVE,15.008149999999999,88
BP6160,EAST INDIA STATION,87.65171,106
BP6161,LEAMOUTH ROAD,1.9175499999999996,103
BP6162,LEAMOUTH ROAD,50.86308,108
BP6163,LEAMOUTH / ORCHARD PLACE,230.68679,212
BP6164,GREENWAYS,10.83757,73
BP6165,HINCHLEY WOOD / KINGSTON BY-PASS,14.176129999999999,73
BP6168,DABBS HILL LANE,66.89056,67
BP6169,SUSSEX CRESCENT,67.96097,73
BP617,WICK LANE,90.17090999999999,165
BP6170,SUSSEX CRESCENT,16.419059999999998,69
BP6171,KEMPTON AVENUE,44.816,73
BP6172,KEMPTON AVENUE,16.640359999999998,71
BP6173,CHELTENHAM CLOSE,26.18767,70
BP6174,CHELTENHAM CLOSE,2.956229999999999,72
BP6175,NEWMARKET AVENUE,29.68834,67
BP6176,NEWMARKET AVENUE,8.45446,73
BP6177,YATELEY STREET,248.42655,357
BP6178,VANCOUVER ROAD,0.10968,78
BP6179,STRATFORD ROAD,0.3844499999999999,78
BP618,KINGSTON HALL ROAD,37.79788,139
BP6180,AYLES ROAD,66.78816,79
BP6183,NORHEADS LANE,15.485919999999998,131
BP6184,KINGS ROAD,0.4081499999999999,54
BP6185,SPRING GARDENS,0.2342399999999999,54
BP6186,MELODY ROAD,0.0589,54
BP6187,EAST HILL,13.098559999999999,95
BP6188,HILLINGDALE,12.66024,41
BP6189,SPRING GARDENS,15.5436,41
BP6190,ROSEHILL ROAD,22.86292,41
BP6191,KINGS ROAD,4.85804,41
BP6192,KINGS ROAD RECREATION GROUND,7.155339999999999,42
BP6193,NORHEADS LANE / STOCK HILL,23.71053,42
BP6194,COLONNADES LEISURE PARK,105.71058,77
BP6196,BOURNE ROAD,60.79349,81
BP6197,RYAN CLOSE,545.60952,451
BP6198,LANGTON ROAD,65.16225,71
BP6199,PATMOS ROAD,107.52631,71
BP6200,MOSTYN ROAD,31.30708,71
BP6201,BURTON ROAD,47.38895,71
BP6202,MOSTYN ROAD,17.859859999999998,74
BP6203,AUGUSTINE ROAD,44.69642,130
BP6204,NORTHUMBERLAND GARDENS,14.487,65
BP6208,STAGGART GREEN,19.698719999999998,65
BP6211,SALWAY PLACE,19.94408,107
BP6214,WALDEN ROAD,29.56723,78
BP6215,WALDEN ROAD,22.40279,79
BP6219,SEDGECOMBE AVENUE,134.83264,78
BP6220,PHOEBETH ROAD,8.962319999999998,81
BP6222,BURTON ROAD,0.0,71
BP6223,WOLVES LANE,22.89615,74
BP6224,WOLVES LANE CEMETERY,32.42095,74
BP6225,SYLVAN AVENUE,8.329519999999999,74
BP6226,SYLVAN AVENUE,76.29238,76
BP6227,WOLVES LANE CEMETERY,86.39001,76
BP6228,PELLATT GROVE,64.08782,76
BP6229,HORNSEY LANE,80.01224,69
BP623,PARK ACADEMY,37.74633,77
BP6230,WATERLOO STATION,280.81513,180
BP6231,HANBURY ROAD,33.97731,76
BP6232,SEYMOUR AVENUE,145.36226,76
BP6233,SHERRINGHAM AVENUE,49.703739999999996,72
BP6234,BERKSHIRE GARDENS,13.51433,74
BP6235,GRENOBLE GARDENS,11.94385,74
BP6236,BEALE CLOSE,2.5710599999999997,75
BP6237,CHEQUERS WAY,0.36757,75
BP6238,MITCHELL ROAD,198.27213,76
BP6239,PRINCES AVENUE,188.27197,76
BP6240,PASTEUR GARDENS,116.09302,76
BP6241,ST PAULS RISE,243.07583,76
BP6242,BERKSHIRE GARDENS,184.86004,76
BP6243,CLERKENWELL ROAD,21.916729999999998,191
BP6244,HOMESDALE CLOSE,15.064889999999998,79
BP6245,HOMESDALE CLOSE,10.954849999999999,80
BP6246,SUNBURY WAY,20.784969999999998,81
BP6247,SMITHAM DOWNS ROAD,18.34585,72
BP6248,SMITHAM DOWNS ROAD,85.3934,76
BP6249,YORK ROAD,52.8797,59
BP625,DOWNSIDE ROAD,36.15787,59
BP6251,OLD MARYLEBONE TOWN HALL,138.23335,96
BP6253,FARRINGDON ROAD,93.64703,194
BP6257,OVERCOURT CLOSE,44.79033,67
BP626,DOWNSIDE ROAD,48.66642,60
BP6261,ST BARTHOLOMEW'S HOSPITAL,0.0,80
BP6262,ST. BARTHOLOMEW'S HOSPITAL,0.0,82
BP6263,MONTPELIER RISE,39.4545,74
BP6264,FERNLEIGH COURT,18.6825,77
BP6265,NORTHGATE ROAD,0.0,97
BP6266,NORTHGATE ROAD,241.50116,94
BP6268,STRATFORD BROADWAY,3124.8481,504
BP6270,MILLBANK,562.99367,159
BP6271,STRATFORD BUS STATION,820.56944,106
BP6272,LONDON BRIDGE BUS STATION,0.0,175
BP6273,LONDON BRIDGE BUS STATION,2136.76716,192
BP6275,STRATFORD BUS STATION,4396.55967,371
BP6277,EDINBURGH ROAD,19.23108,66
BP6278,EDINBURGH ROAD,87.11873,71
BP6279,GREGORY ROAD,1.15696,79
BP628,BACON LANE,66.70948,73
BP6280,HALL ROAD,115.18662,196
BP6281,WALTHAMSTOW CENTRAL STATION,505.54478,376
BP6282,WALTHAMSTOW CENTRAL STATION,1122.27191,233
BP6283,NORTHGATE ROAD,42.11898,76
BP6284,NORTHGATE ROAD,120.80474,79
BP6285,BRL INFRASTRUCTURE OFFICE,6.56995,76
BP6286,BRL INFRASTRUCTURE OFFICE,30.558339999999998,79
BP6287,WHIPPS CROSS BUS STAND,71.05543,149
BP6288,WHIPPS CROSS BUS STAND,206.31653,240
BP6289,WHIPPS CROSS BUS STAND,86.16976,232
BP629,ETON GROVE,89.81851999999999,72
BP6290,WHIPPS CROSS BUS STAND,244.60854,163
BP6291,WHIPPS CROSS BUS STAND,399.74443,320
BP6292,BIGGIN HILL MEMORIAL MUSEUM,2.7372599999999996,185
BP6293,PRESTON PARK,68.9805,78
BP6294,VALLEY WALK,131.06719999999999,404
BP6295,FEN GROVE,53.83179,75
BP6296,SHERWOOD PARK AVENUE SURGERY,53.161229999999996,68
BP6297,SIBLEY CLOSE,12.47423,70
BP6298,BRASTED CLOSE,30.38436,69
BP6299,ALERS ROAD,24.9996,69
BP630,ETON GROVE,40.53379,73
BP6300,IRIS AVENUE,6.81588,68
BP6302,SANDHURST ROAD,4.289549999999999,68
BP6303,BURNT OAK LANE / THE OVAL,35.5679,67
BP6304,SIBLEY CLOSE,15.101109999999998,68
BP6305,ALERS ROAD,11.05433,68
BP6306,ANNANDALE ROAD,28.14514,72
BP6307,ANNANDALE ROAD,24.17004,74
BP6308,DAYS LANE / BURNT OAK LANE,13.873069999999998,75
BP6309,ASHCROFT AVENUE,22.526799999999998,68
BP631,BACON LANE,67.60498,74
BP6310,CLAYWORTH CLOSE,13.365929999999999,67
BP6311,BERWICK CRESCENT,49.72844,72
BP6312,IRIS AVENUE,6.65483,72
BP6313,BRASTED CLOSE,9.26625,68
BP6314,THREE BRIDGES / WINDMILL LANE,136.28919,79
BP6315,WINDMILL LANE / THREE BRIDGES,0.0,80
BP6316,VICTORIA STATION,3316.11391,410
BP6317,ELEPHANT PARK,496.77994,178
BP6318,BOBBY MOORE ACADEMY - PRIMARY,1.4842799999999994,76
BP6320,BOBBY MOORE ACADEMY - PRIMARY,12.675089999999999,73
BP6323,SANDHURST ROAD,3.825589999999999,68
BP6325,PORTMAN SQUARE,773.6134,448
BP6326,BAKER STREET STATION,3310.89807,445
BP6328,PARK ROAD / IVOR PLACE,432.21923,447
BP6329,LAMPTON SCHOOL,98.55293,78
BP6330,ALDGATE STATION,0.0,77
BP6331,CAPPER STREET,1463.73159,462
BP6332,STEPHEN STREET,841.04482,459
BP6333,GOODGE STREET STATION,786.36509,459
BP6334,LAMPTON SCHOOL,48.31555,78
BP6335,GREYHOUND HILL,105.63362,77
BP6336,CHURCH END,804.5511300000001,308
BP6337,GREYHOUND HILL,108.58689,78
BP6338,KINGSBURY HEALTH AND WELLBEING,396.64404,149
BP6339,LIME TREE AVENUE,11.15912,50
BP634,FINCHALE ROAD / EYNSHAM DRIVE,19.572119999999998,80
BP6340,TULLICK WAY,0.16670000000000001,46
BP6341,SALTER CLOSE,0.0,45
BP6342,SHAFTESBURY LANE,0.0,45
BP6343,CRAWFORD CRESCENT,16.59481,93
BP6344,SHAFTESBURY LANE,12.553329999999999,48
BP6345,SALTER CLOSE,6.48883,49
BP6346,TULLICK WAY,4.5464899999999995,50
BP6347,MIDDLE CLOSE,17.37949,91
BP6348,BATHGATE ROAD,143.09116,165
BP6349,CAPEL ROAD,10.359459999999999,154
BP635,FINCHALE ROAD / EYNSHAM DRIVE,25.983739999999997,80
BP6354,COLINDALE STATION,1062.07022,155
BP6355,CHOBHAM ROAD,74.66548,96
BP6356,WINCHESTER AVENUE,39.73109,72
BP6357,PRINCES CLOSE,3.00479,72
BP6358,CHASE FARM HOSPITAL / MAIN ENTRANCE,0.0,152
